symptoms,diagnosis
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look (typhos) belly pain,typhoid
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis a
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis b
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis c
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis d
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis e
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload.1,alcoholic hepatitis
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common cold
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic hemmorhoids(piles)
vomiting breathlessness sweating chest pain,heart attack
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose veins
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
vomiting headache nausea spinning movements loss of balance unsteadiness,(vertigo) paroymsal  positional vertigo
skin rash pus filled pimples blackheads scurring,acne
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary tract infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching skin rash nodal skin eruptions dischromic  patches,fungal infection
continuous sneezing shivering chills watering from eyes,allergy
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic cholestasis
itching skin rash stomach pain burning micturition spotting  urination,drug reaction
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic ulcer diseae
muscle wasting patches in throat high fever extra marital contacts,aids
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes 
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
fatigue cough high fever breathlessness family history mucoid sputum,bronchial asthma
headache chest pain dizziness loss of balance lack of concentration,hypertension 
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
back pain weakness in limbs neck pain dizziness loss of balance,cervical spondylosis
vomiting headache weakness of one body side altered sensorium,paralysis (brain hemorrhage)
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken pox
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look (typhos) belly pain,typhoid
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis a
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis b
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis c
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis d
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis e
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload.1,alcoholic hepatitis
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common cold
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic hemmorhoids(piles)
vomiting breathlessness sweating chest pain,heart attack
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose veins
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
vomiting headache nausea spinning movements loss of balance unsteadiness,(vertigo) paroymsal  positional vertigo
skin rash pus filled pimples blackheads scurring,acne
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary tract infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching skin rash nodal skin eruptions dischromic  patches,fungal infection
continuous sneezing shivering chills watering from eyes,allergy
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic cholestasis
itching skin rash stomach pain burning micturition spotting  urination,drug reaction
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic ulcer diseae
muscle wasting patches in throat high fever extra marital contacts,aids
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes 
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
fatigue cough high fever breathlessness family history mucoid sputum,bronchial asthma
